County,gross.sales,taxable.sales,sales.tax,use.tax,total.tax,number,year,countyfp,Dem_RUCA,Dem_Desc,edr,planning.region
Todd,1134741756,80734217,5736956,209148,5946104,681,2015,153,B,Town/rural mix,EDR 5 - North Central,Northwest
Traverse,129830484,17797903,1254447,18766,1273213,141,2015,155,A,Entirely rural,EDR 4 - West Central,Northwest
Wabasha,555422060,99446534,7087233,622074,7709307,723,2015,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Wadena,662714915,131771496,9167775,214973,9382748,426,2015,159,B,Town/rural mix,EDR 5 - North Central,Northwest
Waseca,354276260,98876753,6956757,535775,7492532,474,2015,161,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
Washington,10305775905,2301570990,162371488,9126072,171497560,5450,2015,163,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Watonwan,606407489,55809933,3906622,224573,4131195,298,2015,165,B,Town/rural mix,EDR 9 - South Central,Southwest
Wilkin,302258121,19282421,1369742,25559,1395301,153,2015,167,B,Town/rural mix,EDR 4 - West Central,Northwest
Winona,2421602349,405778433,28429987,3216431,31646418,1258,2015,169,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Wright,4644137219,1150813691,80833816,3623198,84457014,3291,2015,171,C,Urban/town/rural mix,EDR 7W- Central,Central
Yellow Medicine,356735764,46960639,3307298,279852,3587150,358,2015,173,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest
Minnesota,345205411840,76658904696,5376833996,431692304,5808526300,161829,2015,0,NA,Minnesota,Minnesota,Minnesota
Aitkin,391690931,112685145,7986152,210260,8196412,518,2016,1,A,Entirely rural,EDR 3 - Arrowhead,Northeast
Anoka,13822943084,3227656627,226300503,23085636,249386139,7501,2016,3,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Becker,1100384305,341665377,24055823,944275,25000098,1045,2016,5,C,Urban/town/rural mix,EDR 4 - West Central,Northwest
Beltrami,1590797298,530045695,37180673,1221839,38402512,1234,2016,7,B,Town/rural mix,EDR 2 - Headwaters,Northwest
Benton,1763896330,382249107,26796962,1776177,28573139,980,2016,9,C,Urban/town/rural mix,EDR 7W- Central,Central
Big Stone,92747622,23787308,1679312,54983,1734295,217,2016,11,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
Blue Earth,4884255749,1007979191,70577705,2902968,73480673,1898,2016,13,D,Entirely urban,EDR 9 - South Central,Southwest
Brown,1500632719,254269751,17870835,738565,18609400,826,2016,15,B,Town/rural mix,EDR 9 - South Central,Southwest
Carlton,799189191,221848606,15738171,1186269,16924440,849,2016,17,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast
Carver,3441406037,763862693,54184388,2499551,56683939,2432,2016,19,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Cass,696106103,251434973,17925514,309364,18234878,1137,2016,21,B,Town/rural mix,EDR 5 - North Central,Northwest
Chippewa,465308312,106474654,7479199,437017,7916216,400,2016,23,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest
Chisago,1386534006,291705296,20634333,726316,21360649,1343,2016,25,D,Entirely urban,EDR 7E- East Central,Central
Clay,1640002026,404883456,28469187,1419427,29888614,1064,2016,27,D,Entirely urban,EDR 4 - West Central,Northwest
Clearwater,316476741,42112767,2988839,187319,3176158,255,2016,29,B,Town/rural mix,EDR 2 - Headwaters,Northwest
Cook,225197864,115779677,8157596,119132,8276728,425,2016,31,A,Entirely rural,EDR 3 - Arrowhead,Northeast
Cottonwood,703293169,67226263,4716104,334187,5050291,402,2016,33,B,Town/rural mix,EDR 8 - Southwest,Southwest
Crow Wing,2851576463,981344430,69059811,1439747,70499558,2401,2016,35,B,Town/rural mix,EDR 5 - North Central,Northwest
Dakota,19759961333,4883830408,342537570,15817756,358355326,9299,2016,37,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Dodge,654684324,89236142,6275225,265944,6541169,470,2016,39,D,Entirely urban,EDR 10 - Southeast,Southeast
Douglas,1909580882,558149837,39122305,915921,40038226,1453,2016,41,B,Town/rural mix,EDR 4 - West Central,Northwest
Faribault,549389832,69186217,4879588,1205093,6084681,486,2016,43,B,Town/rural mix,EDR 9 - South Central,Southwest
Fillmore,745615407,165947240,11603087,308624,11911711,774,2016,45,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Freeborn,2019574270,278662346,19478495,713240,20191735,883,2016,47,B,Town/rural mix,EDR 10 - Southeast,Southeast
Goodhue,1535933963,353162234,24808376,880326,25688702,1399,2016,49,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Grant,359617790,33857920,2380905,56023,2436928,249,2016,51,A,Entirely rural,EDR 4 - West Central,Northwest
Hennepin,89087465068,22469886153,1593596375,99221207,1692817582,33923,2016,53,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Houston,329145418,76062620,5371321,248283,5619604,517,2016,55,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Hubbard,459129502,166583215,11807681,271305,12078986,750,2016,57,B,Town/rural mix,EDR 2 - Headwaters,Northwest
Isanti,1086992623,386146857,26934465,643114,27577579,933,2016,59,C,Urban/town/rural mix,EDR 7E- East Central,Central
Itasca,1264962039,377408849,26547060,1013838,27560898,1325,2016,61,B,Town/rural mix,EDR 3 - Arrowhead,Northeast
Jackson,517147780,66023135,4631094,254170,4885264,411,2016,63,B,Town/rural mix,EDR 8 - Southwest,Southwest
Kanabec,239345252,63816141,4522019,349730,4871749,386,2016,65,C,Urban/town/rural mix,EDR 7E- East Central,Central
Kandiyohi,2190397388,544120144,37996338,1963239,39959577,1264,2016,67,B,Town/rural mix,EDR 6E- Southwest Central,Central
Kittson,125775451,23902444,1690284,41697,1731981,151,2016,69,A,Entirely rural,EDR 1 - Northwest,Northwest
Koochiching,775847067,99098015,7021548,371179,7392727,383,2016,71,B,Town/rural mix,EDR 3 - Arrowhead,Northeast
Lac Qui Parle,175245672,27799803,1967841,287899,2255740,266,2016,73,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
Lake,302067899,95569566,6743497,671267,7414764,427,2016,75,B,Town/rural mix,EDR 3 - Arrowhead,Northeast
Lake Of The Woods,148324024,61638372,4373286,26682,4399968,227,2016,77,A,Entirely rural,EDR 2 - Headwaters,Northwest
Le Sueur,966823014,134388654,9587210,371725,9958935,803,2016,79,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
Lincoln,122279339,33972888,2382317,52391,2434708,226,2016,81,A,Entirely rural,EDR 8 - Southwest,Southwest
Lyon,2017084359,303597945,21240062,1267912,22507974,798,2016,83,B,Town/rural mix,EDR 8 - Southwest,Southwest
Mahnomen,127656412,50282055,3604644,41700,3646344,123,2016,87,A,Entirely rural,EDR 2 - Headwaters,Northwest
Marshall,194494372,41007268,2883312,40389,2923701,236,2016,89,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest
Martin,1198113681,170628352,11952485,533490,12485975,658,2016,91,B,Town/rural mix,EDR 9 - South Central,Southwest
Mcleod,1374396523,344802837,24063015,1305135,25368150,1035,2016,85,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central
Meeker,1141115364,157931654,11021346,624001,11645347,653,2016,93,B,Town/rural mix,EDR 6E- Southwest Central,Central
Mille Lacs,658868236,188116563,13287130,236778,13523908,660,2016,95,C,Urban/town/rural mix,EDR 7E- East Central,Central
Morrison,755837069,218536124,15439016,336869,15775885,1039,2016,97,B,Town/rural mix,EDR 5 - North Central,Northwest
Mower,880310536,240150854,16936963,937684,17874647,872,2016,99,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Murray,417704327,39305011,2799306,84289,2883595,330,2016,101,A,Entirely rural,EDR 8 - Southwest,Southwest
Nicollet,780228633,172990911,12247506,563768,12811274,740,2016,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
Nobles,721671366,189090547,13162266,354513,13516779,598,2016,105,B,Town/rural mix,EDR 8 - Southwest,Southwest
Norman,184597269,36407912,2547958,70523,2618481,200,2016,107,A,Entirely rural,EDR 1 - Northwest,Northwest
Olmsted,6041527115,1974789218,138544943,10972818,149517761,3558,2016,109,D,Entirely urban,EDR 10 - Southeast,Southeast
Otter Tail,2576864558,681393864,47552851,1587162,49140013,1900,2016,111,B,Town/rural mix,EDR 4 - West Central,Northwest
Pennington,901455869,156521042,10945760,439566,11385326,380,2016,113,B,Town/rural mix,EDR 1 - Northwest,Northwest
Pine,461570777,166963750,11936482,262199,12198681,759,2016,115,C,Urban/town/rural mix,EDR 7E- East Central,Central
Pipestone,362753244,66416570,4639136,168520,4807656,318,2016,117,B,Town/rural mix,EDR 8 - Southwest,Southwest
Polk,876827935,199254538,14031051,537887,14568938,751,2016,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest
Pope,420134125,66766287,4703367,216626,4919993,364,2016,121,B,Town/rural mix,EDR 4 - West Central,Northwest
Ramsey,30317832173,6379399893,446383248,60736671,507119919,12149,2016,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Red Lake,92414060,25427604,1732916,50831,1783747,105,2016,125,A,Entirely rural,EDR 1 - Northwest,Northwest
Redwood,1122966141,135287003,9511794,288786,9800580,518,2016,127,B,Town/rural mix,EDR 8 - Southwest,Southwest
Renville,512071795,69209010,4870477,252318,5122795,455,2016,129,A,Entirely rural,EDR 6E- Southwest Central,Central
Rice,2561410508,468674905,32942458,1224379,34166837,1564,2016,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Rock,302611097,51206338,3586934,234385,3821319,285,2016,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest
Roseau,561232136,109647231,7735141,165576,7900717,462,2016,135,B,Town/rural mix,EDR 1 - Northwest,Northwest
Scott,5819633217,1304683853,91831719,4800610,96632329,3212,2016,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Sherburne,2405458726,658717631,46059657,1555091,47614748,2162,2016,141,D,Entirely urban,EDR 7W- Central,Central
Sibley,692179631,54433017,3831435,177315,4008750,424,2016,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
St. Louis,8304602683,2444354243,172109245,11430148,183539393,5434,2016,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast
Stearns,8591806162,1917469997,134295777,6667601,140963378,4471,2016,145,C,Urban/town/rural mix,EDR 7W- Central,Central
Steele,3278561661,436270223,30491320,1172411,31663731,1027,2016,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
Stevens,366293316,89240370,6244328,744037,6988365,334,2016,149,B,Town/rural mix,EDR 4 - West Central,Northwest
Swift,641346471,67414546,4739422,122082,4861504,317,2016,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest
Todd,1013234705,82605895,5868738,108914,5977652,690,2016,153,B,Town/rural mix,EDR 5 - North Central,Northwest
Traverse,127957386,18072457,1273070,22312,1295382,138,2016,155,A,Entirely rural,EDR 4 - West Central,Northwest
Wabasha,548723792,108704890,7722233,834093,8556326,725,2016,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Wadena,655806357,133495478,9228412,219075,9447487,427,2016,159,B,Town/rural mix,EDR 5 - North Central,Northwest
Waseca,333421967,99598068,7003880,280084,7283964,474,2016,161,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
Washington,10164606278,2343179585,165358225,8341549,173699774,5564,2016,163,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Watonwan,498477777,57147942,3996210,187361,4183571,293,2016,165,B,Town/rural mix,EDR 9 - South Central,Southwest
Wilkin,311392436,19094721,1359488,23092,1382580,150,2016,167,B,Town/rural mix,EDR 4 - West Central,Northwest
Winona,2234967041,390170935,27360135,3571488,30931623,1255,2016,169,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Wright,4540399604,1164842521,81816970,3285401,85102371,3347,2016,171,C,Urban/town/rural mix,EDR 7W- Central,Central
Yellow Medicine,342856875,46304174,3265955,160799,3426754,352,2016,173,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest
Minnesota,344363319023,77445995604,5435197561,353360930,5788558491,164952,2016,0,NA,Minnesota,Minnesota,Minnesota
Aitkin,421105063,116534937,8252896,277983,8530879,504,2017,1,A,Entirely rural,EDR 3 - Arrowhead,Northeast
Anoka,13734878494,3350046312,234967586,20620597,255588183,7498,2017,3,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Becker,1157485103,346249418,24402815,1075463,25478278,1038,2017,5,C,Urban/town/rural mix,EDR 4 - West Central,Northwest
Beltrami,1758598590,543619616,38138374,1577206,39715580,1225,2017,7,B,Town/rural mix,EDR 2 - Headwaters,Northwest
Benton,1801609062,399742268,27982518,1486150,29468668,969,2017,9,C,Urban/town/rural mix,EDR 7W- Central,Central
Big Stone,90189294,23551405,1658445,45784,1704229,216,2017,11,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
Blue Earth,4632933968,998762848,69977855,2893505,72871360,1893,2017,13,D,Entirely urban,EDR 9 - South Central,Southwest
Brown,1489474362,257226675,18079723,693537,18773260,820,2017,15,B,Town/rural mix,EDR 9 - South Central,Southwest
Carlton,758042744,219190873,15550299,1258207,16808506,847,2017,17,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast
Carver,3680261329,811069087,57538176,2722205,60260381,2462,2017,19,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Cass,733305352,268027974,19096473,329327,19425800,1127,2017,21,B,Town/rural mix,EDR 5 - North Central,Northwest
Chippewa,496516672,107330806,7540022,331163,7871185,407,2017,23,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest
Chisago,1408059877,285435618,20219464,685635,20905099,1369,2017,25,D,Entirely urban,EDR 7E- East Central,Central
Clay,1749872789,420766865,29577231,1315311,30892542,1081,2017,27,D,Entirely urban,EDR 4 - West Central,Northwest
Clearwater,263642759,39725990,2816555,175029,2991584,243,2017,29,B,Town/rural mix,EDR 2 - Headwaters,Northwest
Cook,236415873,120457202,8493135,105647,8598782,442,2017,31,A,Entirely rural,EDR 3 - Arrowhead,Northeast
Cottonwood,730066715,67016308,4701701,333111,5034812,379,2017,33,B,Town/rural mix,EDR 8 - Southwest,Southwest
Crow Wing,3062387489,1032695372,72628056,1775329,74403385,2398,2017,35,B,Town/rural mix,EDR 5 - North Central,Northwest
Dakota,20216102489,5067085979,355734457,14899495,370633952,9382,2017,37,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Dodge,679789561,96170965,6756067,354973,7111040,469,2017,39,D,Entirely urban,EDR 10 - Southeast,Southeast
Douglas,2010640187,577111991,40451008,1015474,41466482,1493,2017,41,B,Town/rural mix,EDR 4 - West Central,Northwest
Faribault,491603638,66651659,4707681,1111249,5818930,480,2017,43,B,Town/rural mix,EDR 9 - South Central,Southwest
Fillmore,766878564,169556481,11860242,336466,12196708,771,2017,45,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Freeborn,2076870698,284441043,19878371,701456,20579827,899,2017,47,B,Town/rural mix,EDR 10 - Southeast,Southeast
Goodhue,1587390004,367083190,25807585,887985,26695570,1411,2017,49,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Grant,354850062,37064287,2601877,58246,2660123,234,2017,51,A,Entirely rural,EDR 4 - West Central,Northwest
Hennepin,92990137870,22919587698,1625948484,109004469,1734952953,33638,2017,53,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Houston,318397123,76672844,5417103,241527,5658630,506,2017,55,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Hubbard,502427733,166868814,11843795,279056,12122851,770,2017,57,B,Town/rural mix,EDR 2 - Headwaters,Northwest
Isanti,1125725796,402460881,28065594,649548,28715142,954,2017,59,C,Urban/town/rural mix,EDR 7E- East Central,Central
Itasca,1426511190,381729881,26836367,829529,27665896,1310,2017,61,B,Town/rural mix,EDR 3 - Arrowhead,Northeast
Jackson,428931444,66681528,4674656,204793,4879449,402,2017,63,B,Town/rural mix,EDR 8 - Southwest,Southwest
Kanabec,240657248,66169560,4683516,218326,4901842,396,2017,65,C,Urban/town/rural mix,EDR 7E- East Central,Central
Kandiyohi,2376931969,568554825,39703463,1947140,41650603,1266,2017,67,B,Town/rural mix,EDR 6E- Southwest Central,Central
Kittson,135536436,24947911,1763359,137855,1901214,155,2017,69,A,Entirely rural,EDR 1 - Northwest,Northwest
Koochiching,356768615,101591775,7188361,141089,7329450,382,2017,71,B,Town/rural mix,EDR 3 - Arrowhead,Northeast
Lac Qui Parle,148773969,27861667,1972379,345971,2318350,270,2017,73,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
Lake,298260650,105207224,7425734,1091970,8517704,438,2017,75,B,Town/rural mix,EDR 3 - Arrowhead,Northeast
Lake Of The Woods,181398450,63856045,4531989,33602,4565591,216,2017,77,A,Entirely rural,EDR 2 - Headwaters,Northwest
Le Sueur,918844628,141290926,10052859,356382,10409241,799,2017,79,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
Lincoln,124824202,36576269,2563071,64262,2627333,220,2017,81,A,Entirely rural,EDR 8 - Southwest,Southwest
Lyon,2059765142,321999588,22509429,1546353,24055782,793,2017,83,B,Town/rural mix,EDR 8 - Southwest,Southwest
Mahnomen,120159207,51898485,3722412,33150,3755562,117,2017,87,A,Entirely rural,EDR 2 - Headwaters,Northwest
Marshall,212649600,44851398,3146616,51771,3198387,240,2017,89,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest
Martin,925561187,171158496,11993963,523829,12517792,657,2017,91,B,Town/rural mix,EDR 9 - South Central,Southwest
Mcleod,1439852171,374427439,26107142,1392928,27500070,1021,2017,85,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central
Meeker,1213283299,163858191,11427238,507205,11934443,689,2017,93,B,Town/rural mix,EDR 6E- Southwest Central,Central
Mille Lacs,653170255,193776731,13677863,365949,14043812,672,2017,95,C,Urban/town/rural mix,EDR 7E- East Central,Central
Morrison,766709171,221813013,15669829,353630,16023459,1065,2017,97,B,Town/rural mix,EDR 5 - North Central,Northwest
Mower,913500163,240465823,16959549,805293,17764842,884,2017,99,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Murray,482810674,41114558,2925188,87737,3012925,332,2017,101,A,Entirely rural,EDR 8 - Southwest,Southwest
Nicollet,889885312,180355167,12765202,561619,13326821,748,2017,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
Nobles,1185905788,190431789,13260733,325705,13586438,586,2017,105,B,Town/rural mix,EDR 8 - Southwest,Southwest
Norman,201192089,36461830,2540541,83387,2623928,199,2017,107,A,Entirely rural,EDR 1 - Northwest,Northwest
Olmsted,6299702121,2022897007,141914323,11274847,153189170,3576,2017,109,D,Entirely urban,EDR 10 - Southeast,Southeast
Otter Tail,2771681630,713584912,49754251,2101375,51855626,1926,2017,111,B,Town/rural mix,EDR 4 - West Central,Northwest
Pennington,831932177,157691964,11023657,478178,11501835,376,2017,113,B,Town/rural mix,EDR 1 - Northwest,Northwest
Pine,484985677,169197116,12123204,228010,12351214,755,2017,115,C,Urban/town/rural mix,EDR 7E- East Central,Central
Pipestone,357841344,64615717,4513867,206007,4719874,320,2017,117,B,Town/rural mix,EDR 8 - Southwest,Southwest
Polk,823119770,202230464,14235442,914844,15150286,742,2017,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest
Pope,413413437,67947943,4781013,258107,5039120,365,2017,121,B,Town/rural mix,EDR 4 - West Central,Northwest
Ramsey,31872727067,6639628915,465072350,65153398,530225748,12061,2017,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Red Lake,98462621,26224410,1782316,55729,1838045,115,2017,125,A,Entirely rural,EDR 1 - Northwest,Northwest
Redwood,1187960608,139704714,9818862,269846,10088708,525,2017,127,B,Town/rural mix,EDR 8 - Southwest,Southwest
Renville,479972134,67120747,4727911,395980,5123891,444,2017,129,A,Entirely rural,EDR 6E- Southwest Central,Central
Rice,2597489405,479072740,33681526,1191708,34873234,1544,2017,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Rock,323709885,50616271,3547981,303400,3851381,289,2017,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest
Roseau,596772320,109256252,7708232,184548,7892780,458,2017,135,B,Town/rural mix,EDR 1 - Northwest,Northwest
Scott,6041606043,1369127090,96335150,4455614,100790764,3203,2017,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Sherburne,2604885362,694838385,48590915,1711528,50302443,2192,2017,141,D,Entirely urban,EDR 7W- Central,Central
Sibley,636252862,53750977,3789553,168558,3958111,416,2017,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
St. Louis,8036111344,2451469266,172744415,15823031,188567446,5490,2017,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast
Stearns,8928016820,1955179462,136886910,7087872,143974782,4485,2017,145,C,Urban/town/rural mix,EDR 7W- Central,Central
Steele,3522418617,443910965,31037009,1081927,32118936,1014,2017,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
Stevens,368427925,96790660,6762126,855574,7617700,332,2017,149,B,Town/rural mix,EDR 4 - West Central,Northwest
Swift,619877628,70026196,4919343,134330,5053673,313,2017,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest
Todd,844587130,83679869,5941624,114803,6056427,680,2017,153,B,Town/rural mix,EDR 5 - North Central,Northwest
Traverse,125246067,18574895,1306743,24116,1330859,138,2017,155,A,Entirely rural,EDR 4 - West Central,Northwest
Wabasha,562142731,110101905,7824582,871499,8696081,712,2017,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Wadena,700980009,137578718,9490136,241061,9731197,431,2017,159,B,Town/rural mix,EDR 5 - North Central,Northwest
Waseca,335610020,103434900,7277158,371483,7648641,454,2017,161,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
Washington,10690418497,2450699995,172922264,8828694,181750958,5609,2017,163,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Watonwan,498515079,58387362,4085875,142633,4228508,285,2017,165,B,Town/rural mix,EDR 9 - South Central,Southwest
Wilkin,288972826,17666949,1261337,25494,1286831,152,2017,167,B,Town/rural mix,EDR 4 - West Central,Northwest
Winona,2558167998,403992093,28300832,2949933,31250765,1266,2017,169,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Wright,4964257863,1208575823,84880900,3775650,88656550,3402,2017,171,C,Urban/town/rural mix,EDR 7W- Central,Central
Yellow Medicine,392074761,49591771,3496238,108999,3605237,351,2017,173,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest
Minnesota,360407719330,79746166093,5597389501,367782504,5965172005,166010,2017,0,NA,Minnesota,Minnesota,Minnesota
